annee,boite,carrosserie,cote,energie,gouvernorat,image,kilometrage,lien,page,prix,puissance,titre,transmission,vendeur
2020,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129190_max.jpeg?t=1788206661,77500,https://www.automobile.tn/fr/occasion/audi/q2/129190,58,73000,6 cv,Audi Q2,Traction,
2017,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129146_max.jpeg?t=1788207252,165000,https://www.automobile.tn/fr/occasion/ford/fusion/129146,58,50500,9 cv,Ford Fusion,Traction,
2021,Manuelle,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129824_max.jpeg?t=1788283524,66000,https://www.automobile.tn/fr/occasion/geely/gx3/129824,57,48000,6 cv,Geely GX3,Traction,
2019,Automatique,,Très bon prix,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/08/129679_max.jpeg?t=1788229657,162000,https://www.automobile.tn/fr/occasion/jeep/cherokee/129679,57,80000,11 cv,Jeep Cherokee,Intégrale,
2020,Manuelle,,Prix équitable,Diesel,Bizerte,https://catalogue.automobile.tn/max/2026/07/128443_max.jpeg?t=1788240450,170000,https://www.automobile.tn/fr/occasion/fiat/fiorino/128443,57,31000,5 cv,Fiat Fiorino,Traction,
2010,Manuelle,,Prix équitable,Diesel,Ariana,https://catalogue.automobile.tn/max/2026/08/129275_max.jpeg?t=1786641989,265000,https://www.automobile.tn/fr/occasion/kia/sportage/129275,57,44000,6 cv,KIA Sportage,Traction,
2023,Manuelle,,Prix très élevé,Essence,Monastir,https://catalogue.automobile.tn/max/2026/08/129712_max.jpeg?t=1787900097,49200,https://www.automobile.tn/fr/occasion/volkswagen/polo/129712,57,79000,5 cv,Volkswagen Polo,Traction,
2020,Automatique,,Prix élevé,Essence,Sfax,https://catalogue.automobile.tn/max/2026/09/129831_max.jpeg?t=1788283499,134000,https://www.automobile.tn/fr/occasion/kia/sportage/129831,57,90000,11 cv,KIA Sportage,Intégrale,
2020,Manuelle,,Prix équitable,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/08/128880_max.jpeg?t=1788252908,23300,https://www.automobile.tn/fr/occasion/seat/arona/128880,57,66000,6 cv,Seat Arona,Traction,
1992,Manuelle,,Aucune évaluation,Diesel,Bizerte,https://catalogue.automobile.tn/max/2026/08/129546_max.jpeg?t=1787541342,453000,https://www.automobile.tn/fr/occasion/nissan/patrol/129546,57,73000,11 cv,Nissan Patrol,Traction,
2017,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/07/128657_max.jpeg?t=1787661150,135000,https://www.automobile.tn/fr/occasion/citroen/c3/128657,57,33500,4 cv,Citroën C3,Traction,
2009,Manuelle,,Aucune évaluation,Diesel,Sousse,https://catalogue.automobile.tn/max/2026/09/129832_max.jpeg?t=1788283496,380000,https://www.automobile.tn/fr/occasion/volkswagen/tiguan/129832,57,48000,9 cv,Volkswagen Tiguan,Intégrale,
2020,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2024/11/108804_max.jpeg?t=1732874821,70000,https://www.automobile.tn/fr/occasion/volkswagen/polo/108804,56,65500,4 cv,Volkswagen Polo,Traction,
2021,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2025/04/113182_max.jpeg?t=1744905876,79000,https://www.automobile.tn/fr/occasion/bmw/serie-2-gran-coupe/113182,56,135000,8 cv,BMW Série 2 Gran Coupé,Traction,
2016,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2025/06/115188_max.jpeg?t=1786022224,175000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/115188,56,73000,15 cv,Land Rover Range Rover Evoque,Traction,
2023,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2025/07/116104_max.jpeg?t=1752747701,74000,https://www.automobile.tn/fr/occasion/kia/sonet/116104,56,94000,6 cv,KIA Sonet,Traction,
2005,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2025/07/116290_max.jpeg?t=1784216202,190000,https://www.automobile.tn/fr/occasion/jeep/grand-cherokee/116290,56,75000,15 cv,Jeep Grand Cherokee,Intégrale,
2020,Automatique,,Très bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2025/09/117527_max.jpeg?t=1758273060,69000,https://www.automobile.tn/fr/occasion/kia/sportage/117527,56,98000,11 cv,KIA Sportage,Intégrale,
2022,Automatique,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2025/09/117533_max.jpeg?t=1787143648,90000,https://www.automobile.tn/fr/occasion/bmw/serie-2-gran-coupe/117533,56,115000,8 cv,BMW Série 2 Gran Coupé,Traction,
2022,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2025/09/117992_max.jpeg?t=1771251822,55000,https://www.automobile.tn/fr/occasion/cupra/formentor/117992,56,117000,11 cv,Cupra Formentor,Traction,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2025/10/118760_max.jpeg?t=1759398583,88000,https://www.automobile.tn/fr/occasion/kia/sportage/118760,56,92000,8 cv,KIA Sportage,Traction,
2018,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2025/11/120058_max.jpeg?t=1762516945,149000,https://www.automobile.tn/fr/occasion/kia/sportage/120058,56,68000,8 cv,KIA Sportage,Traction,
2017,Manuelle,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2025/12/121045_max.jpeg?t=1764775888,98000,https://www.automobile.tn/fr/occasion/peugeot/2008/121045,55,48500,5 cv,Peugeot 2008,Traction,
2018,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2025/12/121635_max.jpeg?t=1784215534,50000,https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/121635,55,98000,7 cv,BMW Série 4 Gran Coupé,Propulsion,
2021,Automatique,,Prix équitable,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/01/121873_max.jpeg?t=1767443005,140000,https://www.automobile.tn/fr/occasion/peugeot/3008/121873,55,85500,7 cv,Peugeot 3008,Traction,
2019,Automatique,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/01/122081_max.jpeg?t=1784215567,3000,https://www.automobile.tn/fr/occasion/land-rover/discovery/122081,55,210000,16 cv,Land Rover Discovery,Intégrale,
2017,Automatique,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/02/123036_max.jpeg?t=1770116499,160000,https://www.automobile.tn/fr/occasion/mercedes-benz/gla/123036,55,95000,9 cv,Mercedes-Benz GLA,Intégrale,
2023,Automatique,,Bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/02/123068_max.jpeg?t=1786982001,50000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/123068,55,165000,9 cv,Mercedes-Benz Classe C,Propulsion,
2016,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/02/123286_max.jpeg?t=1770722326,140000,https://www.automobile.tn/fr/occasion/nissan/qashqai/123286,55,52000,6 cv,Nissan Qashqai,Traction,
2018,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/03/124387_max.jpeg?t=1773404831,150000,https://www.automobile.tn/fr/occasion/toyota/c-hr/124387,55,66000,6 cv,Toyota C-HR,Traction,
2022,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/03/124624_max.jpeg?t=1774301170,28000,https://www.automobile.tn/fr/occasion/mg/zs/124624,55,67000,7 cv,MG ZS,Traction,
2024,Automatique,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/04/125000_max.jpeg?t=1778675841,80000,https://www.automobile.tn/fr/occasion/suzuki/swift/125000,55,44500,5 cv,Suzuki Swift,Traction,
2012,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/04/125183_max.jpeg?t=1775564728,160000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c-coupe/125183,54,57000,9 cv,Mercedes-Benz Classe C coupé,Propulsion,
2008,Automatique,,Bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/04/125743_max.jpeg?t=1779277339,340000,https://www.automobile.tn/fr/occasion/audi/q7/125743,54,49000,16 cv,Audi Q7,Intégrale,
2021,Automatique,,Très bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/04/125915_max.jpeg?t=1777397195,49000,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/125915,54,118000,8 cv,Mercedes-Benz CLA,Traction,
2012,Manuelle,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126110_max.jpeg?t=1787921596,22000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/126110,54,76000,9 cv,Mercedes-Benz Classe C,Traction,
2020,Automatique,,Aucune évaluation,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/04/125255_max.jpeg?t=1775751992,135000,https://www.automobile.tn/fr/occasion/toyota/corolla-5p/125255,54,79000,5 cv,Toyota Corolla,Traction,
2023,Manuelle,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126197_max.jpeg?t=1778605502,88000,https://www.automobile.tn/fr/occasion/volkswagen/t-cross/126197,54,75000,5 cv,Volkswagen T-Cross,Traction,
2018,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126590_max.jpeg?t=1784724399,160000,https://www.automobile.tn/fr/occasion/bmw/serie-3/126590,54,59000,7 cv,BMW Série 3,Propulsion,
2021,Automatique,,Bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/05/126598_max.jpeg?t=1779107147,42000,https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/126598,54,179000,12 cv,Mercedes-Benz GLC Coupé,Intégrale,
2024,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126111_max.jpeg?t=1785920048,70000,https://www.automobile.tn/fr/occasion/hyundai/i30-fastback/126111,54,73000,7 cv,Hyundai i30 Fastback,Traction,
2015,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126732_max.jpeg?t=1787071943,67000,https://www.automobile.tn/fr/occasion/nissan/qashqai/126732,54,59500,7 cv,Nissan Qashqai,Traction,
2023,Automatique,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/126984_max.jpeg?t=1786040849,50000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/126984,53,130000,8 cv,Volkswagen Golf 8,Traction,
2021,Automatique,,Prix élevé,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/06/127032_max.jpeg?t=1780489586,64000,https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/127032,53,280000,12 cv,Mercedes-Benz GLE Coupé,Intégrale,
2021,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127205_max.jpeg?t=1780939585,59000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/127205,53,80000,6 cv,Volkswagen Golf 8,Traction,
2014,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127230_max.jpeg?t=1781007954,88000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/127230,53,83500,9 cv,Mercedes-Benz Classe E,Propulsion,
2020,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127305_max.jpeg?t=1781205878,108000,https://www.automobile.tn/fr/occasion/mg/zs/127305,53,55000,7 cv,MG ZS,Traction,
2022,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/126973_max.jpeg?t=1786550113,50000,https://www.automobile.tn/fr/occasion/peugeot/308/126973,53,48000,6 cv,Peugeot 308,Traction,
2023,Automatique,,Aucune évaluation,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/06/127422_max.jpeg?t=1784216325,90000,https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/127422,53,295000,11 cv,Mercedes-Benz GLE Coupé,Intégrale,
2021,Automatique,,Très bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/06/127668_max.jpeg?t=1786350708,136000,https://www.automobile.tn/fr/occasion/kia/sportage/127668,53,83000,7 cv,KIA Sportage,Traction,
2025,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127670_max.jpeg?t=1782213934,8000,https://www.automobile.tn/fr/occasion/mg/zs/127670,53,79500,6 cv,MG ZS,Traction,
2024,Automatique,,Prix équitable,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/06/127559_max.jpeg?t=1781882741,49000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/127559,53,179000,11 cv,Mercedes-Benz Classe C,Intégrale,
2019,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127781_max.jpeg?t=1782494739,98000,https://www.automobile.tn/fr/occasion/great-wall/h6/127781,52,66000,9 cv,GWM Haval H6,Traction,
2021,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128106_max.jpeg?t=1784909518,100000,https://www.automobile.tn/fr/occasion/volkswagen/polo/128106,52,55000,4 cv,Volkswagen Polo,Traction,
2019,Manuelle,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/127967_max.jpeg?t=1783009543,129000,https://www.automobile.tn/fr/occasion/kia/rio-5p/127967,52,43000,5 cv,KIA Rio 5p,Traction,
2024,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128129_max.jpeg?t=1783506405,20000,https://www.automobile.tn/fr/occasion/kia/picanto/128129,52,43500,4 cv,KIA Picanto,Traction,
2013,Manuelle,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128547_max.jpeg?t=1784812551,74000,https://www.automobile.tn/fr/occasion/mini/3-portes/128547,52,36000,4 cv,Mini Cooper 3 portes,Intégrale,
2022,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128177_max.jpeg?t=1783612532,44000,https://www.automobile.tn/fr/occasion/bmw/serie-5/128177,52,161900,10 cv,BMW Série 5,Propulsion,
2025,Automatique,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128549_max.jpeg?t=1784814447,10000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/128549,52,117000,8 cv,Volkswagen Golf 8,Traction,
2014,Automatique,,Très bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/07/128563_max.jpeg?t=1784813152,120000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/128563,52,79000,9 cv,Land Rover Range Rover Evoque,Intégrale,
2021,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128627_max.jpeg?t=1784993156,113000,https://www.automobile.tn/fr/occasion/hyundai/tucson/128627,52,95000,7 cv,Hyundai Tucson,Traction,
2023,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128935_max.jpeg?t=1785770794,100000,https://www.automobile.tn/fr/occasion/cupra/formentor/128935,51,99000,11 cv,Cupra Formentor,Traction,
2017,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128936_max.jpeg?t=1786009968,178000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/128936,51,58000,6 cv,Volkswagen Golf 7,Intégrale,
2016,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128937_max.jpeg?t=1785770734,215000,https://www.automobile.tn/fr/occasion/renault/kadjar/128937,51,47000,7 cv,Renault Kadjar,Traction,
2009,Automatique,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128938_max.jpeg?t=1788276930,153000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e-coupe/128938,51,69000,19 cv,Mercedes-Benz Classe E coupé,Propulsion,
2022,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128971_max.jpeg?t=1785839133,90000,https://www.automobile.tn/fr/occasion/kia/ceed/128971,51,105000,5 cv,KIA Cee'd,Propulsion,
2022,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128784_max.jpeg?t=1785407138,100000,https://www.automobile.tn/fr/occasion/toyota/c-hr/128784,52,73000,6 cv,Toyota C-HR,Traction,
2020,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129128_max.jpeg?t=1786202565,100000,https://www.automobile.tn/fr/occasion/volkswagen/passat/129128,51,92000,8 cv,Volkswagen Passat,Traction,
2024,Automatique,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128984_max.jpeg?t=1785868047,11000,https://www.automobile.tn/fr/occasion/kia/sonet/128984,51,87000,6 cv,KIA Sonet,Traction,
2015,Automatique,,Très bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129191_max.jpeg?t=1786440373,220000,https://www.automobile.tn/fr/occasion/volkswagen/touareg/129191,51,99000,12 cv,Volkswagen Touareg,Intégrale,
2010,Manuelle,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129202_max.jpeg?t=1786451217,158000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129202,51,69000,7 cv,Mercedes-Benz Classe C,Intégrale,
2019,Manuelle,,Prix équitable,Essence,Tozeur,https://catalogue.automobile.tn/max/2026/08/129203_max.jpeg?t=1786451167,45000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/129203,51,73000,6 cv,Volkswagen Golf 7,Traction,
2022,Automatique,,Prix équitable,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/08/129304_max.jpeg?t=1786728408,68000,https://www.automobile.tn/fr/occasion/bmw/x3/129304,50,168000,10 cv,BMW X3,Intégrale,
2022,Automatique,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129391_max.jpeg?t=1787328599,60000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129391,50,199000,19 cv,Volkswagen Golf 8,Traction,
2018,Manuelle,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129473_max.jpeg?t=1787156733,110000,https://www.automobile.tn/fr/occasion/jeep/compass/129473,50,87000,7 cv,Jeep Compass,Traction,
2023,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129639_max.jpeg?t=1787660749,70000,https://www.automobile.tn/fr/occasion/kia/picanto/129639,50,43500,4 cv,KIA Picanto,Traction,
2022,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128636_max.jpeg?t=1785007548,130000,https://www.automobile.tn/fr/occasion/kia/stonic/128636,50,64000,6 cv,KIA Stonic,Traction,
2022,Manuelle,,Prix très élevé,Essence,Gafsa,https://catalogue.automobile.tn/max/2026/09/129834_max.jpeg?t=1788258374,105000,https://www.automobile.tn/fr/occasion/opel/corsa/129834,50,45000,5 cv,Opel Corsa,Traction,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128875_max.jpeg?t=1788255763,265000,https://www.automobile.tn/fr/occasion/seat/tarraco/128875,50,74000,9 cv,Seat Tarraco,Traction,
2022,Manuelle,,Prix élevé,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/09/129835_max.jpeg?t=1788283446,29000,https://www.automobile.tn/fr/occasion/toyota/agya/129835,50,38500,4 cv,Toyota Agya,Traction,
2012,Manuelle,,Aucune évaluation,Diesel,Ariana,https://catalogue.automobile.tn/max/2026/09/129836_max.jpeg?t=1788258328,133000,https://www.automobile.tn/fr/occasion/volkswagen/polo/129836,50,23500,5 cv,Volkswagen Polo,Traction,
2015,Automatique,,Aucune évaluation,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/08/128886_max.jpeg?t=1788262741,110000,https://www.automobile.tn/fr/occasion/nissan/x-trail/128886,50,75000,10 cv,Nissan X-trail,Intégrale,
2015,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127336_max.jpeg?t=1781278367,200000,https://www.automobile.tn/fr/occasion/bmw/serie-4-coupe/127336,49,73000,10 cv,BMW Série 4 Coupé,Propulsion,
2018,Automatique,,Prix équitable,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/06/127324_max.jpeg?t=1781267174,150000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-velar/127324,49,195000,19 cv,Land Rover Range Rover Velar,Intégrale,
2025,Automatique,,Prix élevé,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/06/127696_max.jpeg?t=1782296747,13000,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/127696,49,175000,8 cv,Mercedes-Benz CLA,Traction,
2021,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127535_max.jpeg?t=1781792733,75000,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/127535,49,43500,5 cv,Hyundai Grand i10,Traction,
2016,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126825_max.jpeg?t=1779708390,98000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c-coupe/126825,49,109000,9 cv,Mercedes-Benz Classe C coupé,Traction,
2014,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126831_max.jpeg?t=1779722760,88000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/126831,49,85800,9 cv,Mercedes-Benz Classe E,Propulsion,
2023,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127005_max.jpeg?t=1780399551,80000,https://www.automobile.tn/fr/occasion/chery/tiggo-8-pro/127005,49,80000,11 cv,Chery Tiggo 8 Pro,Traction,
2017,Manuelle,,Très bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/06/127099_max.jpeg?t=1780655176,210000,https://www.automobile.tn/fr/occasion/ssangyong/actyon-sports/127099,49,45000,7 cv,Ssangyong Actyon Sports,Intégrale,
2022,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127124_max.jpeg?t=1780745238,95000,https://www.automobile.tn/fr/occasion/hyundai/kona/127124,49,81000,11 cv,Hyundai Kona,Intégrale,
2021,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127274_max.jpeg?t=1781112385,100000,https://www.automobile.tn/fr/occasion/volkswagen/polo/127274,49,56000,4 cv,Volkswagen Polo,Traction,
2017,Manuelle,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127360_max.jpeg?t=1781357180,185000,https://www.automobile.tn/fr/occasion/nissan/juke/127360,48,53000,5 cv,Nissan Juke,Traction,
2019,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127410_max.jpeg?t=1781622237,160000,https://www.automobile.tn/fr/occasion/kia/sportage/127410,48,75000,8 cv,KIA Sportage,Traction,
2022,Automatique,,Aucune évaluation,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/06/127527_max.jpeg?t=1781781962,65000,https://www.automobile.tn/fr/occasion/bmw/x3/127527,48,168000,10 cv,BMW X3,Intégrale,
2014,Manuelle,,Bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/07/128087_max.jpeg?t=1783416375,200000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/128087,48,63500,9 cv,Land Rover Range Rover Evoque,Traction,
2024,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128812_max.jpeg?t=1785860019,70000,https://www.automobile.tn/fr/occasion/hyundai/i30-fastback/128812,48,69000,7 cv,Hyundai i30 Fastback,Traction,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129527_max.jpeg?t=1787315137,89000,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/129527,48,44000,5 cv,Hyundai Grand i10,Traction,
2023,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128311_max.jpeg?t=1788269745,36000,https://www.automobile.tn/fr/occasion/ford/ecosport/128311,48,69000,7 cv,Ford Ecosport,Traction,
2020,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/04/125544_max.jpeg?t=1788270433,90000,https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/125544,48,90000,7 cv,BMW Série 4 Gran Coupé,Propulsion,
2018,Manuelle,,Aucune évaluation,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/08/129718_max.jpeg?t=1788272026,84000,https://www.automobile.tn/fr/occasion/ssangyong/xlv/129718,48,74000,7 cv,Ssangyong XLV,Traction,
2021,Manuelle,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129452_max.jpeg?t=1788272443,130000,https://www.automobile.tn/fr/occasion/jeep/compass/129452,48,48000,8 cv,Jeep Compass,Traction,
2022,Automatique,,Prix équitable,Hybride,Monastir,https://catalogue.automobile.tn/max/2026/07/128773_max.jpeg?t=1788277414,56000,https://www.automobile.tn/fr/occasion/hyundai/tucson/128773,47,120000,10 cv,Hyundai Tucson,Intégrale,
2021,Manuelle,,Bon prix,Essence,Sfax,https://catalogue.automobile.tn/max/2026/09/129841_max.jpeg?t=1788296601,90000,https://www.automobile.tn/fr/occasion/dacia/logan-mcv/129841,47,40000,5 cv,Dacia Logan MCV,Traction,
2021,Automatique,,Bon prix,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129779_max.jpeg?t=1788109492,110000,https://www.automobile.tn/fr/occasion/kia/rio/129779,47,49000,6 cv,KIA Rio Berline,Traction,
2020,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/09/129844_max.jpeg?t=1788290779,133000,https://www.automobile.tn/fr/occasion/kia/sportage/129844,47,79000,11 cv,KIA Sportage,Intégrale,
2023,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/09/129845_max.jpeg?t=1788296474,111403,https://www.automobile.tn/fr/occasion/hyundai/grand-i10-sedan/129845,47,38500,4 cv,Hyundai Grand i10 Sedan,Traction,
2023,Manuelle,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/09/129846_max.jpeg?t=1788296461,102911,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/129846,47,38500,5 cv,Hyundai Grand i10,Traction,
2014,Manuelle,,Prix équitable,Diesel,Ariana,https://catalogue.automobile.tn/max/2026/09/129847_max.jpeg?t=1788296443,270000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/129847,47,58000,8 cv,Land Rover Range Rover Evoque,Intégrale,
2022,Automatique,,Très bon prix,Essence,Sousse,https://catalogue.automobile.tn/max/2026/09/129849_max.jpeg?t=1788296426,43000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/129849,47,153000,9 cv,Mercedes-Benz Classe E,Propulsion,
2023,Automatique,,Prix équitable,Hybride,Sousse,https://catalogue.automobile.tn/max/2026/08/127833_max.jpeg?t=1788290233,12303,https://www.automobile.tn/fr/occasion/cupra/formentor/127833,47,108000,8 cv,Cupra Formentor,Traction,
2022,Automatique,,Prix équitable,Diesel,Ariana,https://catalogue.automobile.tn/max/2026/03/124771_max.jpeg?t=1784798813,62000,https://www.automobile.tn/fr/occasion/mitsubishi/l200-sportero/124771,47,135000,8 cv,Mitsubishi L200 Sportero,Intégrale,
